item_id,year,month,week,day,brand,subbrand,customer,sales
11001,2022,5,19,14,Aveeno,Calm + Restore,Amazon,7791
11001,2022,5,19,15,Aveeno,Calm + Restore,Target,8198
11001,2022,5,20,16,Aveeno,Calm + Restore,Walmart,8719
11001,2022,5,20,19,Aveeno,Calm + Restore,Walgreen,10096
11001,2022,5,20,20,Aveeno,Calm + Restore,Target,8856
11001,2022,5,20,21,Aveeno,Calm + Restore,Amazon,9282
11001,2022,5,20,22,Aveeno,Calm + Restore,Walmart,8936
11001,2022,5,21,23,Aveeno,Calm + Restore,Walmart,8272
11001,2022,5,21,24,Aveeno,Calm + Restore,Amazon,9541
11001,2022,5,21,25,Aveeno,Calm + Restore,Walgreen,9279
11001,2022,5,21,26,Aveeno,Calm + Restore,Walgreen,8294
11001,2022,5,21,27,Aveeno,Calm + Restore,Walmart,7108
11001,2022,5,21,28,Aveeno,Calm + Restore,Amazon,8569
11001,2022,5,21,29,Aveeno,Calm + Restore,Amazon,8755
11001,2022,5,22,30,Aveeno,Calm + Restore,Walmart,8335
11001,2022,5,22,31,Aveeno,Calm + Restore,Amazon,9667
11001,2022,6,22,1,Aveeno,Calm + Restore,Target,11862
11001,2022,6,22,2,Aveeno,Calm + Restore,Walmart,17311
11001,2022,6,22,4,Aveeno,Calm + Restore,Walgreen,12029
11001,2022,6,22,5,Aveeno,Calm + Restore,Walgreen,12377
11001,2022,6,23,6,Aveeno,Calm + Restore,Walmart,12798
11001,2022,6,23,7,Aveeno,Calm + Restore,Walmart,17233
11001,2022,6,23,9,Aveeno,Calm + Restore,Amazon,12710
11001,2022,6,23,10,Aveeno,Calm + Restore,Amazon,15450
11001,2022,6,23,11,Aveeno,Calm + Restore,Target,15200
11001,2022,6,23,12,Aveeno,Calm + Restore,Walmart,11526
11001,2022,6,24,13,Aveeno,Calm + Restore,Walmart,15705
11001,2022,6,24,14,Aveeno,Calm + Restore,Target,12102
11001,2022,6,24,15,Aveeno,Calm + Restore,Walmart,13898
11001,2022,6,24,18,Aveeno,Calm + Restore,Walgreen,17043
11001,2022,6,24,19,Aveeno,Calm + Restore,Walmart,13358
11001,2022,6,25,21,Aveeno,Calm + Restore,Amazon,12751
11001,2022,6,25,22,Aveeno,Calm + Restore,Amazon,15341
11001,2022,6,25,23,Aveeno,Calm + Restore,Walgreen,15889
11001,2022,6,25,24,Aveeno,Calm + Restore,Walmart,11611
11001,2022,6,25,26,Aveeno,Calm + Restore,Walgreen,12942
11001,2022,6,26,27,Aveeno,Calm + Restore,Target,12754
11001,2022,6,26,28,Aveeno,Calm + Restore,Target,17218
11001,2022,6,26,29,Aveeno,Calm + Restore,Target,12428
11001,2022,6,26,30,Aveeno,Calm + Restore,Amazon,12038
11001,2022,7,26,1,Aveeno,Calm + Restore,Walmart,13714
11001,2022,7,26,3,Aveeno,Calm + Restore,Amazon,15305
11001,2022,7,27,4,Aveeno,Calm + Restore,Amazon,11876
11001,2022,7,27,5,Aveeno,Calm + Restore,Walgreen,12524
11001,2022,7,27,6,Aveeno,Calm + Restore,Walmart,12254
11001,2022,7,27,7,Aveeno,Calm + Restore,Walmart,13512
11001,2022,7,27,8,Aveeno,Calm + Restore,Target,10464
11001,2022,7,27,9,Aveeno,Calm + Restore,Walmart,12778
11001,2022,7,27,10,Aveeno,Calm + Restore,Walmart,10600
11001,2022,7,28,11,Aveeno,Calm + Restore,Amazon,12776
11001,2022,7,28,12,Aveeno,Calm + Restore,Target,13329
11001,2022,7,28,13,Aveeno,Calm + Restore,Walmart,13970
11001,2022,7,28,14,Aveeno,Calm + Restore,Walmart,15729
11001,2022,7,28,15,Aveeno,Calm + Restore,Target,14573
11001,2022,7,29,18,Aveeno,Calm + Restore,Walmart,16614
11001,2022,7,29,20,Aveeno,Calm + Restore,Target,17441
11001,2022,7,29,21,Aveeno,Calm + Restore,Walgreen,13229
11001,2022,7,29,22,Aveeno,Calm + Restore,Amazon,12846
11001,2022,7,30,25,Aveeno,Calm + Restore,Target,17524
11001,2022,7,30,26,Aveeno,Calm + Restore,Target,12667
11001,2022,7,30,27,Aveeno,Calm + Restore,Walmart,14500
11001,2022,7,30,28,Aveeno,Calm + Restore,Target,14748
11001,2022,7,30,29,Aveeno,Calm + Restore,Walmart,13145
11001,2022,7,30,30,Aveeno,Calm + Restore,Target,14978
11001,2022,7,30,31,Aveeno,Calm + Restore,Target,14690
11001,2022,8,31,1,Aveeno,Calm + Restore,Walmart,16644
11001,2022,8,31,2,Aveeno,Calm + Restore,Target,16385
11001,2022,8,31,3,Aveeno,Calm + Restore,Walmart,12784
11001,2022,8,31,4,Aveeno,Calm + Restore,Walmart,12993
11001,2022,8,31,5,Aveeno,Calm + Restore,Target,12476
11001,2022,8,31,6,Aveeno,Calm + Restore,Walmart,12943
11001,2022,8,31,7,Aveeno,Calm + Restore,Walmart,9430
11001,2022,8,32,9,Aveeno,Calm + Restore,Target,13877
11001,2022,8,32,10,Aveeno,Calm + Restore,Target,16674
11001,2022,8,32,12,Aveeno,Calm + Restore,Amazon,13179
11001,2022,8,32,14,Aveeno,Calm + Restore,Walmart,13193
11001,2022,8,33,17,Aveeno,Calm + Restore,Target,20391
11001,2022,8,33,18,Aveeno,Calm + Restore,Target,15877
11001,2022,8,33,19,Aveeno,Calm + Restore,Target,17313
11001,2022,8,33,20,Aveeno,Calm + Restore,Target,15041
11001,2022,8,33,21,Aveeno,Calm + Restore,Walgreen,16362
11001,2022,8,34,23,Aveeno,Calm + Restore,Walgreen,18236
11001,2022,8,34,24,Aveeno,Calm + Restore,Target,17455
11001,2022,8,34,25,Aveeno,Calm + Restore,Target,15082
11001,2022,8,34,26,Aveeno,Calm + Restore,Walmart,13447
11001,2022,8,34,27,Aveeno,Calm + Restore,Walgreen,16509
11001,2022,8,34,28,Aveeno,Calm + Restore,Walgreen,14259
11001,2022,8,35,29,Aveeno,Calm + Restore,Target,18921
11001,2022,8,35,30,Aveeno,Calm + Restore,Walmart,15028
11001,2022,8,35,31,Aveeno,Calm + Restore,Amazon,17312
11001,2022,9,35,1,Aveeno,Calm + Restore,Walmart,8764
11001,2022,9,35,2,Aveeno,Calm + Restore,Amazon,7462
11001,2022,9,35,3,Aveeno,Calm + Restore,Walgreen,10038
11001,2022,9,35,4,Aveeno,Calm + Restore,Target,7182
11001,2022,9,36,5,Aveeno,Calm + Restore,Target,9763
11001,2022,9,36,6,Aveeno,Calm + Restore,Walmart,11110
11001,2022,9,36,9,Aveeno,Calm + Restore,Target,7859
11001,2022,9,36,11,Aveeno,Calm + Restore,Walgreen,8042
11001,2022,9,37,12,Aveeno,Calm + Restore,Amazon,9429
11001,2022,9,37,13,Aveeno,Calm + Restore,Amazon,9841
11001,2022,9,37,14,Aveeno,Calm + Restore,Target,8677
11001,2022,9,37,15,Aveeno,Calm + Restore,Walmart,8971
11001,2022,9,37,16,Aveeno,Calm + Restore,Target,9233
11001,2022,9,37,18,Aveeno,Calm + Restore,Target,8424
11001,2022,9,38,20,Aveeno,Calm + Restore,Walgreen,9886
11001,2022,9,38,21,Aveeno,Calm + Restore,Walmart,8947
11001,2022,9,38,22,Aveeno,Calm + Restore,Walmart,8438
11001,2022,9,38,23,Aveeno,Calm + Restore,Walmart,9642
11001,2022,9,38,24,Aveeno,Calm + Restore,Walmart,8628
11001,2022,9,38,25,Aveeno,Calm + Restore,Walgreen,7749
11001,2022,9,39,26,Aveeno,Calm + Restore,Walgreen,7804
11001,2022,9,39,28,Aveeno,Calm + Restore,Walmart,10754
11001,2022,9,39,29,Aveeno,Calm + Restore,Amazon,8713
11001,2022,9,39,30,Aveeno,Calm + Restore,Walgreen,8542
11001,2022,10,39,1,Aveeno,Calm + Restore,Walmart,7982
11001,2022,10,39,2,Aveeno,Calm + Restore,Walgreen,9171
11001,2022,10,40,3,Aveeno,Calm + Restore,Target,9034
11001,2022,10,40,4,Aveeno,Calm + Restore,Target,8966
11001,2022,10,40,6,Aveeno,Calm + Restore,Amazon,9054
11001,2022,10,40,7,Aveeno,Calm + Restore,Target,10709
11001,2022,10,40,8,Aveeno,Calm + Restore,Walgreen,9242
11001,2022,10,40,9,Aveeno,Calm + Restore,Walgreen,9832
11001,2022,10,41,10,Aveeno,Calm + Restore,Target,9452
11001,2022,10,41,11,Aveeno,Calm + Restore,Target,7877
11001,2022,10,41,12,Aveeno,Calm + Restore,Amazon,7407
11001,2022,10,41,16,Aveeno,Calm + Restore,Walmart,8259
11001,2022,10,42,18,Aveeno,Calm + Restore,Target,9553
11001,2022,10,42,19,Aveeno,Calm + Restore,Walmart,7501
11001,2022,10,42,21,Aveeno,Calm + Restore,Walmart,9198
11001,2022,10,42,22,Aveeno,Calm + Restore,Amazon,6910
11001,2022,10,42,23,Aveeno,Calm + Restore,Walmart,8624
11001,2022,10,43,24,Aveeno,Calm + Restore,Walmart,11470
11001,2022,10,43,25,Aveeno,Calm + Restore,Walgreen,8400
11001,2022,10,43,26,Aveeno,Calm + Restore,Walgreen,11001
11001,2022,10,43,27,Aveeno,Calm + Restore,Amazon,10335
11001,2022,10,43,28,Aveeno,Calm + Restore,Target,7537
11001,2022,10,43,29,Aveeno,Calm + Restore,Amazon,7909
11001,2022,10,43,30,Aveeno,Calm + Restore,Walgreen,7641
11001,2022,10,44,31,Aveeno,Calm + Restore,Target,9571
11001,2022,11,44,1,Aveeno,Calm + Restore,Walmart,9584
11001,2022,11,44,2,Aveeno,Calm + Restore,Walmart,8910
11001,2022,11,44,3,Aveeno,Calm + Restore,Walgreen,8497
11001,2022,11,44,4,Aveeno,Calm + Restore,Amazon,7871
11001,2022,11,44,5,Aveeno,Calm + Restore,Amazon,9878
11001,2022,11,44,6,Aveeno,Calm + Restore,Target,9241
11001,2022,11,45,8,Aveeno,Calm + Restore,Walgreen,9091
11001,2022,11,45,9,Aveeno,Calm + Restore,Walgreen,9540
11001,2022,11,45,11,Aveeno,Calm + Restore,Target,9652
11001,2022,11,45,12,Aveeno,Calm + Restore,Target,9911
11001,2022,11,46,16,Aveeno,Calm + Restore,Amazon,10312
11001,2022,11,46,17,Aveeno,Calm + Restore,Walmart,9016
11001,2022,11,46,18,Aveeno,Calm + Restore,Walgreen,9725
11001,2022,11,46,19,Aveeno,Calm + Restore,Amazon,8304
11001,2022,11,46,20,Aveeno,Calm + Restore,Target,10063
11001,2022,11,47,22,Aveeno,Calm + Restore,Walgreen,9845
11001,2022,11,47,23,Aveeno,Calm + Restore,Walmart,9845
11001,2022,11,47,24,Aveeno,Calm + Restore,Walmart,9110
11001,2022,11,47,25,Aveeno,Calm + Restore,Target,7411
11001,2022,11,47,26,Aveeno,Calm + Restore,Amazon,10311
11001,2022,11,47,27,Aveeno,Calm + Restore,Walgreen,11049
11001,2022,11,48,28,Aveeno,Calm + Restore,Walgreen,11036
11001,2022,11,48,29,Aveeno,Calm + Restore,Walmart,8531
11001,2022,11,48,30,Aveeno,Calm + Restore,Target,9354
11001,2022,12,49,7,Aveeno,Calm + Restore,Walgreen,8644
11001,2022,12,49,8,Aveeno,Calm + Restore,Target,10692
11001,2022,12,49,9,Aveeno,Calm + Restore,Amazon,9862
11001,2022,12,50,13,Aveeno,Calm + Restore,Walmart,9012
11001,2022,12,50,17,Aveeno,Calm + Restore,Target,9936
11001,2022,12,51,23,Aveeno,Calm + Restore,Walmart,9441
11001,2022,12,52,28,Aveeno,Calm + Restore,Target,8458
11001,2023,1,52,1,Aveeno,Calm + Restore,Target,9355
11001,2023,1,1,2,Aveeno,Calm + Restore,Target,10223
11001,2023,1,1,3,Aveeno,Calm + Restore,Amazon,10399
11001,2023,1,1,4,Aveeno,Calm + Restore,Target,9287
11001,2023,1,1,6,Aveeno,Calm + Restore,Walgreen,10362
11001,2023,1,1,7,Aveeno,Calm + Restore,Target,10134
11001,2023,1,1,8,Aveeno,Calm + Restore,Target,10317
11001,2023,1,2,9,Aveeno,Calm + Restore,Target,8945
11001,2023,1,2,10,Aveeno,Calm + Restore,Walgreen,8871
11001,2023,1,2,11,Aveeno,Calm + Restore,Walgreen,10955
11001,2023,1,2,12,Aveeno,Calm + Restore,Walgreen,9260
11001,2023,1,2,14,Aveeno,Calm + Restore,Walgreen,7037
11001,2023,1,2,15,Aveeno,Calm + Restore,Walmart,9981
11001,2023,1,3,18,Aveeno,Calm + Restore,Amazon,9355
11001,2023,1,3,19,Aveeno,Calm + Restore,Amazon,11825
11001,2023,1,3,21,Aveeno,Calm + Restore,Walmart,6706
11001,2023,1,3,22,Aveeno,Calm + Restore,Walmart,8911
11001,2023,1,4,23,Aveeno,Calm + Restore,Walgreen,9327
11001,2023,1,4,24,Aveeno,Calm + Restore,Amazon,9163
11001,2023,1,4,25,Aveeno,Calm + Restore,Amazon,10023
11001,2023,1,4,26,Aveeno,Calm + Restore,Amazon,10880
11001,2023,1,4,28,Aveeno,Calm + Restore,Target,9187
11001,2023,1,4,29,Aveeno,Calm + Restore,Walgreen,9629
11001,2023,1,5,30,Aveeno,Calm + Restore,Amazon,7607
11001,2023,1,5,31,Aveeno,Calm + Restore,Target,8690
11001,2023,2,5,1,Aveeno,Calm + Restore,Amazon,9124
11001,2023,2,5,2,Aveeno,Calm + Restore,Amazon,8949
11001,2023,2,5,3,Aveeno,Calm + Restore,Amazon,8503
11001,2023,2,5,4,Aveeno,Calm + Restore,Amazon,9609
11001,2023,2,6,6,Aveeno,Calm + Restore,Amazon,10633
11001,2023,2,6,7,Aveeno,Calm + Restore,Target,10088
11001,2023,2,6,8,Aveeno,Calm + Restore,Walgreen,8757
11001,2023,2,6,9,Aveeno,Calm + Restore,Amazon,8892
11001,2023,2,6,11,Aveeno,Calm + Restore,Walgreen,8915
11001,2023,2,6,12,Aveeno,Calm + Restore,Walgreen,10374
11001,2023,2,7,13,Aveeno,Calm + Restore,Target,9950
11001,2023,2,7,14,Aveeno,Calm + Restore,Target,8008
11001,2023,2,7,15,Aveeno,Calm + Restore,Walmart,8584
11001,2023,2,7,17,Aveeno,Calm + Restore,Walmart,10076
11001,2023,2,7,18,Aveeno,Calm + Restore,Walmart,8462
11001,2023,2,7,19,Aveeno,Calm + Restore,Amazon,9652
11001,2023,2,8,20,Aveeno,Calm + Restore,Walmart,7806
11001,2023,2,8,21,Aveeno,Calm + Restore,Target,6548
11001,2023,2,8,25,Aveeno,Calm + Restore,Walmart,8945
11001,2023,2,8,26,Aveeno,Calm + Restore,Target,9484
11001,2023,2,9,27,Aveeno,Calm + Restore,Target,9883
11001,2023,2,9,28,Aveeno,Calm + Restore,Amazon,7833
11001,2023,3,9,2,Aveeno,Calm + Restore,Walgreen,8752
11001,2023,3,9,4,Aveeno,Calm + Restore,Walgreen,10442
11001,2023,3,9,5,Aveeno,Calm + Restore,Amazon,9581
11001,2023,3,10,7,Aveeno,Calm + Restore,Walmart,7955
11001,2023,3,10,8,Aveeno,Calm + Restore,Amazon,11867
11001,2023,3,10,9,Aveeno,Calm + Restore,Walgreen,7805
11001,2023,3,10,10,Aveeno,Calm + Restore,Amazon,8106
11001,2023,3,10,11,Aveeno,Calm + Restore,Target,9654
11001,2023,3,10,12,Aveeno,Calm + Restore,Walmart,8594
11001,2023,3,11,13,Aveeno,Calm + Restore,Target,7823
11001,2023,3,11,14,Aveeno,Calm + Restore,Target,8910
11001,2023,3,11,15,Aveeno,Calm + Restore,Walgreen,10674
11001,2023,3,11,16,Aveeno,Calm + Restore,Walmart,8008
11001,2023,3,11,17,Aveeno,Calm + Restore,Amazon,11024
11001,2023,3,11,18,Aveeno,Calm + Restore,Amazon,7783
11001,2023,3,11,19,Aveeno,Calm + Restore,Target,10228
11001,2023,3,12,20,Aveeno,Calm + Restore,Target,12027
11001,2023,3,12,21,Aveeno,Calm + Restore,Walmart,11527
11001,2023,3,12,22,Aveeno,Calm + Restore,Walgreen,11155
11001,2023,3,12,24,Aveeno,Calm + Restore,Amazon,9481
11001,2023,3,12,25,Aveeno,Calm + Restore,Walmart,8909
11001,2023,3,12,26,Aveeno,Calm + Restore,Target,9269
11001,2023,3,13,29,Aveeno,Calm + Restore,Amazon,10034
11001,2023,3,13,30,Aveeno,Calm + Restore,Walgreen,9193
11001,2023,3,13,31,Aveeno,Calm + Restore,Amazon,10771
11001,2023,4,13,1,Aveeno,Calm + Restore,Target,7303
11001,2023,4,14,3,Aveeno,Calm + Restore,Amazon,9627
11001,2023,4,14,4,Aveeno,Calm + Restore,Amazon,8110
11001,2023,4,14,5,Aveeno,Calm + Restore,Walgreen,10458
11001,2023,4,14,7,Aveeno,Calm + Restore,Target,7613
11001,2023,4,14,8,Aveeno,Calm + Restore,Walmart,11412
11001,2023,4,14,9,Aveeno,Calm + Restore,Target,10065
11001,2023,4,15,10,Aveeno,Calm + Restore,Amazon,9613
11001,2023,4,15,11,Aveeno,Calm + Restore,Walgreen,9665
11001,2023,4,15,12,Aveeno,Calm + Restore,Target,9308
11001,2023,4,15,13,Aveeno,Calm + Restore,Target,8483
11001,2023,4,15,14,Aveeno,Calm + Restore,Amazon,9843
11001,2023,4,15,16,Aveeno,Calm + Restore,Walmart,8843
11001,2023,4,16,17,Aveeno,Calm + Restore,Target,9948
11001,2023,4,16,19,Aveeno,Calm + Restore,Walgreen,10518
11001,2023,4,16,20,Aveeno,Calm + Restore,Walgreen,9839
11001,2023,4,16,22,Aveeno,Calm + Restore,Target,10389
11001,2023,4,16,23,Aveeno,Calm + Restore,Walgreen,9115
11001,2023,4,17,24,Aveeno,Calm + Restore,Target,10749
11001,2023,4,17,25,Aveeno,Calm + Restore,Amazon,9097
11001,2023,4,17,27,Aveeno,Calm + Restore,Amazon,10672
11001,2023,4,17,28,Aveeno,Calm + Restore,Walgreen,10602
11001,2023,4,17,29,Aveeno,Calm + Restore,Target,9218
11001,2023,4,17,30,Aveeno,Calm + Restore,Amazon,9775
11001,2023,5,18,1,Aveeno,Calm + Restore,Target,8653
11001,2023,5,18,3,Aveeno,Calm + Restore,Walgreen,8269
11001,2023,5,18,5,Aveeno,Calm + Restore,Walgreen,9569
11001,2023,5,18,7,Aveeno,Calm + Restore,Target,11523
11001,2023,5,19,8,Aveeno,Calm + Restore,Walgreen,9794
11001,2023,5,19,9,Aveeno,Calm + Restore,Walmart,8243
11001,2023,5,19,10,Aveeno,Calm + Restore,Walgreen,9196
11001,2023,5,19,11,Aveeno,Calm + Restore,Target,8580
11001,2023,5,19,12,Aveeno,Calm + Restore,Walmart,9461
11001,2023,5,19,14,Aveeno,Calm + Restore,Walmart,10882
11001,2023,5,20,15,Aveeno,Calm + Restore,Walgreen,10934
11001,2023,5,20,16,Aveeno,Calm + Restore,Walgreen,11143
11001,2023,5,20,19,Aveeno,Calm + Restore,Walmart,9835
11001,2023,5,20,20,Aveeno,Calm + Restore,Walgreen,9540
11001,2023,5,20,21,Aveeno,Calm + Restore,Walgreen,8971
11001,2023,5,21,22,Aveeno,Calm + Restore,Walgreen,9098
11001,2023,5,21,23,Aveeno,Calm + Restore,Walgreen,10036
11001,2023,5,21,24,Aveeno,Calm + Restore,Walmart,8736
11001,2023,5,21,25,Aveeno,Calm + Restore,Target,8724
11001,2023,5,21,26,Aveeno,Calm + Restore,Amazon,10462
11001,2023,5,21,27,Aveeno,Calm + Restore,Walmart,8271
11001,2023,5,21,28,Aveeno,Calm + Restore,Target,10971
11001,2023,5,22,29,Aveeno,Calm + Restore,Walmart,9975
11001,2023,5,22,30,Aveeno,Calm + Restore,Amazon,9251
11001,2023,5,22,31,Aveeno,Calm + Restore,Walgreen,11259
11001,2023,6,22,1,Aveeno,Calm + Restore,Amazon,17400
11001,2023,6,22,2,Aveeno,Calm + Restore,Walmart,16394
11001,2023,6,22,4,Aveeno,Calm + Restore,Walmart,16387
11001,2023,6,23,5,Aveeno,Calm + Restore,Amazon,20284
11001,2023,6,23,6,Aveeno,Calm + Restore,Walmart,19034
11001,2023,6,23,7,Aveeno,Calm + Restore,Walgreen,21082
11001,2023,6,23,9,Aveeno,Calm + Restore,Walgreen,18414
11001,2023,6,23,10,Aveeno,Calm + Restore,Walgreen,16678
11001,2023,6,23,11,Aveeno,Calm + Restore,Walmart,12226
11001,2023,6,24,12,Aveeno,Calm + Restore,Target,16663
11001,2023,6,24,13,Aveeno,Calm + Restore,Amazon,17771
11001,2023,6,24,14,Aveeno,Calm + Restore,Walmart,16236
11001,2023,6,24,15,Aveeno,Calm + Restore,Walgreen,15694
11001,2023,6,24,18,Aveeno,Calm + Restore,Walmart,23251
11001,2023,6,25,19,Aveeno,Calm + Restore,Walmart,14155
11001,2023,6,25,21,Aveeno,Calm + Restore,Walmart,12156
11001,2023,6,25,22,Aveeno,Calm + Restore,Target,14430
11001,2023,6,25,23,Aveeno,Calm + Restore,Target,23263
